mean,Shape_Leng,shapeGroup,shapeType,shapeID,Shape_Area,Level,shapeName,system:index
0.028249377220553575,0.544648049744,KEN,ADM2,KEN-ADM2-3690345B21264798,0.0138397791991,ADM2,North Mugirango,000000000000000000d6
0.03091767456683972,1.06647843261,KEN,ADM2,KEN-ADM2-3690345B95097403,0.0327028553731,ADM2,Nyakach,000000000000000000d7
0.030349353203207235,0.180519628068,KEN,ADM2,KEN-ADM2-3690345B18128014,0.0018567995809,ADM2,Nyali,000000000000000000d8
0.03149165542665783,1.65309036359,KEN,ADM2,KEN-ADM2-3690345B10744816,0.0489958198901,ADM2,Nyando,000000000000000000d9
0.027971970316598233,0.51036696005,KEN,ADM2,KEN-ADM2-3690345B10978829,0.0110459571094,ADM2,Nyaribari Chache,000000000000000000da
0.02678312125632124,0.481585230016,KEN,ADM2,KEN-ADM2-3690345B12897286,0.0129326480011,ADM2,Nyaribari Masaba,000000000000000000db
0.03147000965440592,1.42485919337,KEN,ADM2,KEN-ADM2-3690345B99215083,0.0986465633018,ADM2,Nyatike,000000000000000000dc
0.02590272411847602,0.730233966018,KEN,ADM2,KEN-ADM2-3690345B1026930,0.0137458822914,ADM2,Nyeri Town,000000000000000000dd
0.02395373973851751,1.45925676745,KEN,ADM2,KEN-ADM2-3690345B24691054,0.0508066707012,ADM2,Ol Jorok,000000000000000000de
0.024143220008511927,1.05412056958,KEN,ADM2,KEN-ADM2-3690345B93703528,0.0233326435361,ADM2,Ol Kalou,000000000000000000df
0.023973953715376122,1.00419611506,KEN,ADM2,KEN-ADM2-3690345B37870867,0.0289595860262,ADM2,Othaya,000000000000000000e0
0.025757566386613053,1.79358801719,KEN,ADM2,KEN-ADM2-3690345B21836838,0.103020457148,ADM2,Pokot South,000000000000000000e1
0.030084030542388344,0.817020332818,KEN,ADM2,KEN-ADM2-3690345B33937795,0.019047890357,ADM2,Rabai,000000000000000000e2
0.031163080932202405,1.00148473578,KEN,ADM2,KEN-ADM2-3690345B15955693,0.0236203949168,ADM2,Rangwe,000000000000000000e3
0.03224556861271111,0.967748313195,KEN,ADM2,KEN-ADM2-3690345B73299372,0.0551764165777,ADM2,Rarieda,000000000000000000e4
0.0266736782264161,2.25654955897,KEN,ADM2,KEN-ADM2-3690345B58436570,0.0829837631317,ADM2,Rongai,000000000000000000e5
0.029984830089035398,0.860138120966,KEN,ADM2,KEN-ADM2-3690345B16480785,0.017271691095,ADM2,Rongo,000000000000000000e6
0.027089910967856335,0.378023502968,KEN,ADM2,KEN-ADM2-3690345B24557504,0.00390887981589,ADM2,Roysambu,000000000000000000e7
0.02707080612510855,0.160804783557,KEN,ADM2,KEN-ADM2-3690345B81579130,5.83416833502E-4,ADM2,Ruaraka,000000000000000000e8
0.02729595931589265,0.781180840337,KEN,ADM2,KEN-ADM2-3690345B83363551,0.0124421280679,ADM2,Ruiru,000000000000000000e9
0.026240224838871725,1.35807133393,KEN,ADM2,KEN-ADM2-3690345B7822371,0.0302085458561,ADM2,Runyenjes,000000000000000000ea
0.029493122843045137,0.51260997717,KEN,ADM2,KEN-ADM2-3690345B17366933,0.0090575206292,ADM2,Sabatia,000000000000000000eb
0.02658013907359317,1.09928490467,KEN,ADM2,KEN-ADM2-3690345B89274748,0.0288292576977,ADM2,Saboti,000000000000000000ec
0.028417496446145652,1.64610571526,KEN,ADM2,KEN-ADM2-3690345B85274642,0.166397731436,ADM2,Saku,000000000000000000ed
0.028217379966232213,4.58420265594,KEN,ADM2,KEN-ADM2-3690345B54365756,0.817361162832,ADM2,Samburu East,000000000000000000ee
0.027431945962197137,5.70462184807,KEN,ADM2,KEN-ADM2-3690345B34100782,0.689287750457,ADM2,Samburu North,000000000000000000ef
