country_co,country_na,mean,month
LT,Lesotho,6.567097238526096e-05,2021-09
WZ,Swaziland,8.29445109734538e-05,2021-09
MF,Mayotte,4.775222638105801e-05,2021-09
NG,Niger,5.54273215639168e-05,2021-09
SU,Sudan,5.395497535627852e-05,2021-09
LY,Libya,5.89738436508017e-05,2021-09
UU,Koualou Area,5.405554352661219e-05,2021-09
TS,Tunisia,6.525270527742035e-05,2021-09
EG,Egypt,6.495115577835447e-05,2021-09
EG,Bir Tawil,5.810407135475097e-05,2021-09
SU,Halaib Triangle,5.6831911024082086e-05,2021-09
ER,Eritrea,5.252273876812791e-05,2021-09
ET,Ethiopia,4.479437583162164e-05,2021-09
DJ,Djibouti,5.022838964643813e-05,2021-09
SO,Somalia,4.416546019054319e-05,2021-09
OD,South Sudan,4.472127474996964e-05,2021-09
UU,Abyei Area,4.7205925644725447e-05,2021-09
KE,Kenya,4.558389565753137e-05,2021-09
UG,Uganda,4.550187741596399e-05,2021-09
TZ,Tanzania,5.643412282544048e-05,2021-09
MZ,Mozambique,8.581491503444362e-05,2021-09
CN,Comoros,4.595038980686802e-05,2021-09
MA,Madagascar,6.231087972298499e-05,2021-09
CV,Cabo Verde,5.0175882938670114e-05,2021-09
WI,Western Sahara,5.404842152614888e-05,2021-09
MR,Mauritania,5.510730077189716e-05,2021-09
MO,Morocco,6.294107120305973e-05,2021-09
SP,Spain (Canary Is),6.151026002283483e-05,2021-09
PO,Portugal (Madeira Is),6.273037398877451e-05,2021-09
SP,Spain (Africa),9.682093764213194e-05,2021-09
AG,Algeria,5.8511420333674696e-05,2021-09
ML,Mali,5.639114728021839e-05,2021-09
UV,Burkina Faso,5.3866209603256425e-05,2021-09
TO,Togo,5.055555404206895e-05,2021-09
GH,Ghana,4.985748806836868e-05,2021-09
IV,Cote d'Ivoire,4.931217495139979e-05,2021-09
GV,Guinea,4.957559681215848e-05,2021-09
SG,Senegal,5.681096839168944e-05,2021-09
GA,"Gambia, The",5.737855522507936e-05,2021-09
PU,Guinea-Bissau,5.2807776540089214e-05,2021-09
SL,Sierra Leone,4.7352955837272426e-05,2021-09
LI,Liberia,4.706054895908838e-05,2021-09
BN,Benin,5.185698130378739e-05,2021-09
NI,Nigeria,5.462041789953367e-05,2021-09
CM,Cameroon,4.702255695335183e-05,2021-09
EK,Equatorial Guinea,4.791185897261432e-05,2021-09
TP,Sao Tome & Principe,4.800598538782615e-05,2021-09
GB,Gabon,5.13993830895722e-05,2021-09
CF,Rep of the Congo,5.478233757355751e-05,2021-09
CT,Central African Rep,4.492159228474303e-05,2021-09
CG,Dem Rep of the Congo,5.83496054187371e-05,2021-09
CD,Chad,5.144530439419431e-05,2021-10
MI,Malawi,7.099048465327435e-05,2021-10
ZA,Zambia,7.095574363096163e-05,2021-10
ZI,Zimbabwe,7.139811023296171e-05,2021-10
BC,Botswana,7.803929785790248e-05,2021-10
WA,Namibia,6.575848535097667e-05,2021-10
AO,Angola,6.034391421092096e-05,2021-10
BY,Burundi,5.179993803074862e-05,2021-10
RW,Rwanda,5.115411727829575e-05,2021-10
SF,South Africa,7.35961532685209e-05,2021-10
LT,Lesotho,6.47794106764427e-05,2021-10
WZ,Swaziland,8.538172648659991e-05,2021-10
MF,Mayotte,4.7532058448864806e-05,2021-10
NG,Niger,4.891536020681224e-05,2021-10
SU,Sudan,5.214462635516829e-05,2021-10
LY,Libya,5.280002768461586e-05,2021-10
UU,Koualou Area,5.060105121533299e-05,2021-10
TS,Tunisia,5.9835016049176926e-05,2021-10
EG,Egypt,6.103112433141234e-05,2021-10
EG,Bir Tawil,5.3817546337943856e-05,2021-10
SU,Halaib Triangle,5.2409618560183474e-05,2021-10
ER,Eritrea,4.9975286860894856e-05,2021-10
ET,Ethiopia,4.564228760800367e-05,2021-10
DJ,Djibouti,4.863875683201821e-05,2021-10
SO,Somalia,4.483840698267616e-05,2021-10
OD,South Sudan,4.955227038998197e-05,2021-10
UU,Abyei Area,5.793169908505064e-05,2021-10
KE,Kenya,4.844238916384925e-05,2021-10
UG,Uganda,4.860848077248578e-05,2021-10
TZ,Tanzania,5.82338450390198e-05,2021-10
MZ,Mozambique,7.668288387584732e-05,2021-10
CN,Comoros,4.713943652083079e-05,2021-10
MA,Madagascar,6.367130701424213e-05,2021-10
CV,Cabo Verde,4.505093022082059e-05,2021-10
WI,Western Sahara,4.9468010793740726e-05,2021-10
MR,Mauritania,4.7925275863736815e-05,2021-10
MO,Morocco,5.853133971999644e-05,2021-10
SP,Spain (Canary Is),5.945703940083179e-05,2021-10
PO,Portugal (Madeira Is),5.8597744928823685e-05,2021-10
SP,Spain (Africa),8.269501481127786e-05,2021-10
AG,Algeria,5.373967456892192e-05,2021-10
ML,Mali,5.035883197054294e-05,2021-10
UV,Burkina Faso,5.278652617033246e-05,2021-10
TO,Togo,5.0411936175904616e-05,2021-10
GH,Ghana,5.033772582936144e-05,2021-10
IV,Cote d'Ivoire,4.8493723222205794e-05,2021-10
GV,Guinea,4.788167770059364e-05,2021-10
SG,Senegal,5.413082275785312e-05,2021-10
GA,"Gambia, The",5.204905844643552e-05,2021-10
PU,Guinea-Bissau,4.889231554016065e-05,2021-10
SL,Sierra Leone,4.724667513424892e-05,2021-10
LI,Liberia,4.673660603856594e-05,2021-10
BN,Benin,5.12587653983111e-05,2021-10
NI,Nigeria,5.681761199014588e-05,2021-10
CM,Cameroon,4.958098913976648e-05,2021-10
EK,Equatorial Guinea,4.772115664236795e-05,2021-10
TP,Sao Tome & Principe,4.4498019556587306e-05,2021-10
GB,Gabon,5.003948027935628e-05,2021-10
CF,Rep of the Congo,5.0198327810489145e-05,2021-10
CT,Central African Rep,4.919682457223012e-05,2021-10
CG,Dem Rep of the Congo,5.247751907601509e-05,2021-10
CD,Chad,5.146023418686059e-05,2021-11
MI,Malawi,5.995355548497487e-05,2021-11
ZA,Zambia,5.465366245270134e-05,2021-11
ZI,Zimbabwe,6.066363095315508e-05,2021-11
BC,Botswana,6.100651581231641e-05,2021-11
WA,Namibia,5.767889733003757e-05,2021-11
AO,Angola,4.873882557259056e-05,2021-11
BY,Burundi,5.056369053373164e-05,2021-11
RW,Rwanda,5.17504555452776e-05,2021-11
SF,South Africa,6.855079807962085e-05,2021-11
LT,Lesotho,6.288473368676499e-05,2021-11
WZ,Swaziland,8.060355285221316e-05,2021-11
MF,Mayotte,4.833356701686739e-05,2021-11
NG,Niger,4.460243647995235e-05,2021-11
SU,Sudan,4.963326948129048e-05,2021-11
LY,Libya,4.4878404446970977e-05,2021-11
UU,Koualou Area,6.814572471909809e-05,2021-11
TS,Tunisia,5.782221656027394e-05,2021-11
EG,Egypt,5.57661147114763e-05,2021-11
EG,Bir Tawil,4.762925581668923e-05,2021-11
SU,Halaib Triangle,4.834288624230426e-05,2021-11
ER,Eritrea,4.736934359269581e-05,2021-11
ET,Ethiopia,4.798468587698018e-05,2021-11
DJ,Djibouti,4.820414522964941e-05,2021-11
SO,Somalia,4.494285279362409e-05,2021-11
OD,South Sudan,6.404880049130601e-05,2021-11
UU,Abyei Area,7.289007143694859e-05,2021-11
KE,Kenya,5.0136624522338265e-05,2021-11
UG,Uganda,5.607158164393511e-05,2021-11
TZ,Tanzania,5.363463848932484e-05,2021-11
MZ,Mozambique,6.339818262923552e-05,2021-11
CN,Comoros,4.84432238304271e-05,2021-11
MA,Madagascar,6.238310429753971e-05,2021-11
CV,Cabo Verde,4.340261294640003e-05,2021-11
WI,Western Sahara,4.36792008209848e-05,2021-11
MR,Mauritania,4.3538165594448346e-05,2021-11
MO,Morocco,5.661241351452969e-05,2021-11
SP,Spain (Canary Is),5.4424981944483135e-05,2021-11
PO,Portugal (Madeira Is),5.640746177822858e-05,2021-11
SP,Spain (Africa),8.734063767373288e-05,2021-11
AG,Algeria,4.803404850798698e-05,2021-11
ML,Mali,4.73230404050166e-05,2021-11
UV,Burkina Faso,5.5720291800698894e-05,2021-11
TO,Togo,5.3293363005503965e-05,2021-11
GH,Ghana,5.507819049600937e-05,2021-11
IV,Cote d'Ivoire,5.023400996043398e-05,2021-11
GV,Guinea,5.326900634630554e-05,2021-11
SG,Senegal,5.90858328463901e-05,2021-11
GA,"Gambia, The",5.6668365828896215e-05,2021-11
PU,Guinea-Bissau,5.257233492356852e-05,2021-11
SL,Sierra Leone,4.791199912766961e-05,2021-11
LI,Liberia,4.769675649726708e-05,2021-11
BN,Benin,5.566042793099432e-05,2021-11
NI,Nigeria,5.762119969789889e-05,2021-11
CM,Cameroon,5.530738466436831e-05,2021-11
EK,Equatorial Guinea,5.2002309585974885e-05,2021-11
TP,Sao Tome & Principe,4.90262571662111e-05,2021-11
GB,Gabon,5.054839648981757e-05,2021-11
CF,Rep of the Congo,5.0689217137828783e-05,2021-11
CT,Central African Rep,5.92612945880576e-05,2021-11
CG,Dem Rep of the Congo,4.99608854125548e-05,2021-11
CD,Chad,4.746502798709912e-05,2021-12
MI,Malawi,4.901687216245113e-05,2021-12
ZA,Zambia,4.568610212310327e-05,2021-12
ZI,Zimbabwe,5.1376496502573366e-05,2021-12
BC,Botswana,5.411376854078912e-05,2021-12
WA,Namibia,5.353830435860767e-05,2021-12
AO,Angola,4.328986555653574e-05,2021-12
BY,Burundi,4.330903806224344e-05,2021-12
RW,Rwanda,4.5395408426212726e-05,2021-12
SF,South Africa,6.360456234425409e-05,2021-12
LT,Lesotho,5.7758201123861006e-05,2021-12
WZ,Swaziland,7.196642647963115e-05,2021-12
MF,Mayotte,4.335887120234917e-05,2021-12
NG,Niger,4.1724291335981566e-05,2021-12
SU,Sudan,4.611254934835817e-05,2021-12
LY,Libya,4.382237048102875e-05,2021-12
UU,Koualou Area,8.013823012682733e-05,2021-12
TS,Tunisia,5.604930745957465e-05,2021-12
EG,Egypt,5.212211587716919e-05,2021-12
EG,Bir Tawil,4.283393754858991e-05,2021-12
SU,Halaib Triangle,4.30489055322985e-05,2021-12
ER,Eritrea,4.652393153313061e-05,2021-12
ET,Ethiopia,4.87347190625669e-05,2021-12
DJ,Djibouti,4.65431448723188e-05,2021-12
SO,Somalia,4.397518150758819e-05,2021-12
OD,South Sudan,7.934035939286425e-05,2021-12
UU,Abyei Area,5.935331543702531e-05,2021-12
KE,Kenya,4.573746302906541e-05,2021-12
UG,Uganda,5.543291494874518e-05,2021-12
TZ,Tanzania,4.434068327380204e-05,2021-12
MZ,Mozambique,5.180332253824612e-05,2021-12
CN,Comoros,4.361338960831387e-05,2021-12
MA,Madagascar,5.435438046709325e-05,2021-12
CV,Cabo Verde,4.3717477404901095e-05,2021-12
WI,Western Sahara,4.211878257135217e-05,2021-12
MR,Mauritania,4.165641313026188e-05,2021-12
MO,Morocco,4.986484136089618e-05,2021-12
SP,Spain (Canary Is),5.285581255291766e-05,2021-12
PO,Portugal (Madeira Is),4.725825211226157e-05,2021-12
SP,Spain (Africa),7.91631879299515e-05,2021-12
AG,Algeria,4.614786510389327e-05,2021-12
ML,Mali,4.362109835018799e-05,2021-12
UV,Burkina Faso,5.260645891737135e-05,2021-12
TO,Togo,6.558512024010607e-05,2021-12
GH,Ghana,6.907930522379386e-05,2021-12
IV,Cote d'Ivoire,6.104446817982474e-05,2021-12
GV,Guinea,6.0957991548015264e-05,2021-12
SG,Senegal,5.2600518719229535e-05,2021-12
GA,"Gambia, The",5.330968034249319e-05,2021-12
PU,Guinea-Bissau,5.391426487803203e-05,2021-12
SL,Sierra Leone,5.382749167049566e-05,2021-12
LI,Liberia,5.249476000580784e-05,2021-12
BN,Benin,5.8956132766709765e-05,2021-12
NI,Nigeria,5.931383929220642e-05,2021-12
CM,Cameroon,6.548990849423216e-05,2021-12
EK,Equatorial Guinea,5.710105227430759e-05,2021-12
TP,Sao Tome & Principe,5.385951824503244e-05,2021-12
GB,Gabon,5.688542626420822e-05,2021-12
CF,Rep of the Congo,5.339652219312449e-05,2021-12
CT,Central African Rep,7.83844294479213e-05,2021-12
CG,Dem Rep of the Congo,5.114621272123548e-05,2021-12
CD,Chad,4.504878342468148e-05,2022-01
MI,Malawi,4.140054225204381e-05,2022-01
ZA,Zambia,3.976208998722538e-05,2022-01
ZI,Zimbabwe,4.493888818412292e-05,2022-01
BC,Botswana,5.091642294667628e-05,2022-01
WA,Namibia,5.247881336868649e-05,2022-01
AO,Angola,4.196376679733603e-05,2022-01
BY,Burundi,4.1413147891167416e-05,2022-01
RW,Rwanda,4.279965879368548e-05,2022-01
SF,South Africa,6.335304502704716e-05,2022-01
LT,Lesotho,5.853126010919965e-05,2022-01
WZ,Swaziland,5.87854474274013e-05,2022-01
MF,Mayotte,4.0230062017594943e-05,2022-01
NG,Niger,4.074219791450274e-05,2022-01
SU,Sudan,4.440078489198873e-05,2022-01
LY,Libya,4.540904994561995e-05,2022-01
UU,Koualou Area,5.598360292374461e-05,2022-01
TS,Tunisia,5.281692449625509e-05,2022-01
EG,Egypt,5.284917516613197e-05,2022-01
EG,Bir Tawil,4.2427468800008645e-05,2022-01
SU,Halaib Triangle,4.226829119434084e-05,2022-01
ER,Eritrea,4.407097284084302e-05,2022-01
ET,Ethiopia,4.751416457487503e-05,2022-01
DJ,Djibouti,4.47275917067054e-05,2022-01
SO,Somalia,4.246444657949674e-05,2022-01
OD,South Sudan,6.79706577012958e-05,2022-01
UU,Abyei Area,5.270710203750144e-05,2022-01
KE,Kenya,4.3514001191512896e-05,2022-01
UG,Uganda,5.559194041322777e-05,2022-01
TZ,Tanzania,4.125607569757711e-05,2022-01
MZ,Mozambique,4.481781136813834e-05,2022-01
CN,Comoros,4.074413655247774e-05,2022-01
MA,Madagascar,4.690591014851777e-05,2022-01
CV,Cabo Verde,3.954890792567576e-05,2022-01
WI,Western Sahara,4.668956327761279e-05,2022-01
MR,Mauritania,4.101603332435054e-05,2022-01
MO,Morocco,4.962223266884272e-05,2022-01
SP,Spain (Canary Is),5.741230164338893e-05,2022-01
PO,Portugal (Madeira Is),4.886941019147721e-05,2022-01
SP,Spain (Africa),7.250838361454699e-05,2022-01
AG,Algeria,4.819017390152194e-05,2022-01
ML,Mali,4.21992356791108e-05,2022-01
UV,Burkina Faso,4.719042353685054e-05,2022-01
TO,Togo,6.730057319827289e-05,2022-01
GH,Ghana,7.055433174408834e-05,2022-01
IV,Cote d'Ivoire,5.7088353347808335e-05,2022-01
GV,Guinea,6.602916913535756e-05,2022-01
SG,Senegal,4.9006856285323055e-05,2022-01
GA,"Gambia, The",5.2800980701169696e-05,2022-01
PU,Guinea-Bissau,5.540618933839674e-05,2022-01
SL,Sierra Leone,6.517131898400925e-05,2022-01
LI,Liberia,5.0310782022658345e-05,2022-01
BN,Benin,5.911635073808689e-05,2022-01
NI,Nigeria,6.244789231853988e-05,2022-01
CM,Cameroon,6.029905624752466e-05,2022-01
EK,Equatorial Guinea,5.32748898678455e-05,2022-01
TP,Sao Tome & Principe,4.929014217017554e-05,2022-01
GB,Gabon,5.463501644989288e-05,2022-01
CF,Rep of the Congo,5.3175711502153945e-05,2022-01
CT,Central African Rep,7.615006394083121e-05,2022-01
CG,Dem Rep of the Congo,4.893081564367228e-05,2022-01
CD,Chad,4.760904356892424e-05,2022-02
MI,Malawi,3.8905237116289536e-05,2022-02
ZA,Zambia,3.964078921398234e-05,2022-02
ZI,Zimbabwe,4.481020774822974e-05,2022-02
BC,Botswana,5.001123437302288e-05,2022-02
WA,Namibia,4.733748752558118e-05,2022-02
AO,Angola,4.147244430493895e-05,2022-02
BY,Burundi,4.009874917522984e-05,2022-02
RW,Rwanda,4.0908845769408856e-05,2022-02
SF,South Africa,6.207508080955056e-05,2022-02
LT,Lesotho,5.452795916573009e-05,2022-02
WZ,Swaziland,6.230744296898492e-05,2022-02
MF,Mayotte,3.924143235129004e-05,2022-02
NG,Niger,4.3871314037143546e-05,2022-02
SU,Sudan,4.6821456153594414e-05,2022-02
LY,Libya,5.098793999697467e-05,2022-02
UU,Koualou Area,6.393424492915008e-05,2022-02
TS,Tunisia,5.93834209580103e-05,2022-02
EG,Egypt,5.8950166655693575e-05,2022-02
EG,Bir Tawil,4.715419424162391e-05,2022-02
SU,Halaib Triangle,4.721017784095223e-05,2022-02
ER,Eritrea,4.470107028837946e-05,2022-02
ET,Ethiopia,4.64766240061948e-05,2022-02
DJ,Djibouti,4.3012502582265255e-05,2022-02
SO,Somalia,4.10506021566846e-05,2022-02
OD,South Sudan,5.596573027464189e-05,2022-02
UU,Abyei Area,5.003597135220628e-05,2022-02
KE,Kenya,4.259429708268837e-05,2022-02
UG,Uganda,5.296999525514248e-05,2022-02
TZ,Tanzania,3.934286302802366e-05,2022-02
MZ,Mozambique,4.221034583789895e-05,2022-02
CN,Comoros,3.9306160768463015e-05,2022-02
MA,Madagascar,4.285087340674036e-05,2022-02
CV,Cabo Verde,4.229701436568011e-05,2022-02
WI,Western Sahara,4.809304181523529e-05,2022-02
MR,Mauritania,4.420685926175955e-05,2022-02
MO,Morocco,5.612115577080802e-05,2022-02
SP,Spain (Canary Is),5.712593608636851e-05,2022-02
PO,Portugal (Madeira Is),5.445638677988152e-05,2022-02
SP,Spain (Africa),7.945376685682393e-05,2022-02
AG,Algeria,5.2378280769002e-05,2022-02
ML,Mali,4.456087885899261e-05,2022-02
UV,Burkina Faso,4.876281601534681e-05,2022-02
TO,Togo,6.16077138520543e-05,2022-02
GH,Ghana,5.865264156480496e-05,2022-02
IV,Cote d'Ivoire,5.09148779876139e-05,2022-02
GV,Guinea,5.742715107784672e-05,2022-02
SG,Senegal,4.964612755670866e-05,2022-02
GA,"Gambia, The",5.616590782157071e-05,2022-02
PU,Guinea-Bissau,5.8813927121790216e-05,2022-02
SL,Sierra Leone,5.712816083220644e-05,2022-02
LI,Liberia,4.746664790552424e-05,2022-02
BN,Benin,6.106924816674969e-05,2022-02
NI,Nigeria,6.166442134626678e-05,2022-02
CM,Cameroon,5.860031387622526e-05,2022-02
EK,Equatorial Guinea,5.3994356739110574e-05,2022-02
TP,Sao Tome & Principe,4.916699876922797e-05,2022-02
GB,Gabon,5.180765298647806e-05,2022-02
CF,Rep of the Congo,5.09970885337899e-05,2022-02
CT,Central African Rep,6.528086470874799e-05,2022-02
CG,Dem Rep of the Congo,4.767078192466438e-05,2022-02
CD,Chad,4.629082022154052e-05,2022-03
MI,Malawi,3.943277173848688e-05,2022-03
ZA,Zambia,3.976697506182349e-05,2022-03
ZI,Zimbabwe,4.339463889706899e-05,2022-03
BC,Botswana,4.549422850445746e-05,2022-03
WA,Namibia,4.521454727032372e-05,2022-03
AO,Angola,4.078334894962255e-05,2022-03
BY,Burundi,3.950163719853239e-05,2022-03
RW,Rwanda,4.111007815990328e-05,2022-03
SF,South Africa,6.094490871523306e-05,2022-03
LT,Lesotho,5.552870698844683e-05,2022-03
WZ,Swaziland,7.397694222281617e-05,2022-03
MF,Mayotte,3.766334504368047e-05,2022-03
NG,Niger,4.424904292462827e-05,2022-03
SU,Sudan,4.682311717842047e-05,2022-03
LY,Libya,5.24912514436446e-05,2022-03
UU,Koualou Area,5.709087803127568e-05,2022-03
TS,Tunisia,6.0239484822097416e-05,2022-03
EG,Egypt,5.898549254050127e-05,2022-03
EG,Bir Tawil,4.710153348192025e-05,2022-03
SU,Halaib Triangle,4.629454953446988e-05,2022-03
ER,Eritrea,4.639855941603228e-05,2022-03
ET,Ethiopia,4.9960743328755606e-05,2022-03
DJ,Djibouti,4.687986024735762e-05,2022-03
SO,Somalia,4.410202000434336e-05,2022-03
OD,South Sudan,5.442905135973913e-05,2022-03
UU,Abyei Area,5.290007202429054e-05,2022-03
KE,Kenya,4.4237924673740494e-05,2022-03
UG,Uganda,4.808643221340024e-05,2022-03
TZ,Tanzania,3.9733510325835776e-05,2022-03
MZ,Mozambique,4.128215175746698e-05,2022-03
CN,Comoros,3.7780423653775344e-05,2022-03
MA,Madagascar,4.1592347571165416e-05,2022-03
CV,Cabo Verde,4.079706994643191e-05,2022-03
WI,Western Sahara,5.28885251775972e-05,2022-03
MR,Mauritania,4.659047311045516e-05,2022-03
MO,Morocco,6.1291708227054e-05,2022-03
SP,Spain (Canary Is),6.0402405598715627e-05,2022-03
PO,Portugal (Madeira Is),5.77987922343391e-05,2022-03
SP,Spain (Africa),7.441649815458681e-05,2022-03
AG,Algeria,5.516744434995887e-05,2022-03
ML,Mali,4.610471163944264e-05,2022-03
UV,Burkina Faso,5.100031815585066e-05,2022-03
TO,Togo,5.87654479385259e-05,2022-03
GH,Ghana,5.557035269220882e-05,2022-03
IV,Cote d'Ivoire,5.152228655187549e-05,2022-03
GV,Guinea,5.516812182830247e-05,2022-03
SG,Senegal,4.751305535436883e-05,2022-03
GA,"Gambia, The",4.967770917504111e-05,2022-03
PU,Guinea-Bissau,5.314785983678552e-05,2022-03
SL,Sierra Leone,5.9821159911812174e-05,2022-03
LI,Liberia,5.117617261107538e-05,2022-03
BN,Benin,6.0011799367636e-05,2022-03
NI,Nigeria,6.104769557404832e-05,2022-03
CM,Cameroon,5.398361063444881e-05,2022-03
EK,Equatorial Guinea,4.878692253872558e-05,2022-03
TP,Sao Tome & Principe,4.992799358847826e-05,2022-03
GB,Gabon,4.880597871036765e-05,2022-03
CF,Rep of the Congo,4.944703977841636e-05,2022-03
CT,Central African Rep,5.187271896577689e-05,2022-03
CG,Dem Rep of the Congo,4.699914549741706e-05,2022-03
CD,Chad,5.147800761634296e-05,2022-04
MI,Malawi,4.232992092328023e-05,2022-04
ZA,Zambia,4.161674440974325e-05,2022-04
ZI,Zimbabwe,4.159581188973917e-05,2022-04
BC,Botswana,4.249201688413984e-05,2022-04
WA,Namibia,4.2265766376244464e-05,2022-04
AO,Angola,4.236698516732144e-05,2022-04
BY,Burundi,4.2189191596369045e-05,2022-04
RW,Rwanda,4.36668503680235e-05,2022-04
SF,South Africa,5.47741335502954e-05,2022-04
LT,Lesotho,4.795579188334308e-05,2022-04
WZ,Swaziland,7.59887292052219e-05,2022-04
MF,Mayotte,4.019996562866797e-05,2022-04
NG,Niger,4.882185285260824e-05,2022-04
SU,Sudan,5.027087127721486e-05,2022-04
LY,Libya,5.213411918382163e-05,2022-04
UU,Koualou Area,5.875920766695206e-05,2022-04
TS,Tunisia,6.544851644436998e-05,2022-04
EG,Egypt,6.130134700617545e-05,2022-04
EG,Bir Tawil,4.91801119917446e-05,2022-04
SU,Halaib Triangle,4.84621850756128e-05,2022-04
ER,Eritrea,4.972451167046134e-05,2022-04
ET,Ethiopia,4.860748673742409e-05,2022-04
DJ,Djibouti,4.775496074945979e-05,2022-04
SO,Somalia,4.585365287200435e-05,2022-04
OD,South Sudan,4.915730183305653e-05,2022-04
UU,Abyei Area,5.536286180409766e-05,2022-04
KE,Kenya,4.677745316254367e-05,2022-04
UG,Uganda,4.665318594272046e-05,2022-04
TZ,Tanzania,4.242396924659063e-05,2022-04
MZ,Mozambique,4.2060943013313786e-05,2022-04
CN,Comoros,3.999837651352161e-05,2022-04
MA,Madagascar,4.236885552130392e-05,2022-04
CV,Cabo Verde,4.526877754874749e-05,2022-04
WI,Western Sahara,5.146795305070943e-05,2022-04
MR,Mauritania,4.7295685692041416e-05,2022-04
MO,Morocco,6.471204544170957e-05,2022-04
SP,Spain (Canary Is),6.185388338722149e-05,2022-04
PO,Portugal (Madeira Is),6.442061901886722e-05,2022-04
SP,Spain (Africa),8.614064000475514e-05,2022-04
AG,Algeria,5.652980081160746e-05,2022-04
ML,Mali,4.866494088658326e-05,2022-04
UV,Burkina Faso,5.427014135363949e-05,2022-04
TO,Togo,5.275257752517657e-05,2022-04
GH,Ghana,5.129544936703852e-05,2022-04
IV,Cote d'Ivoire,4.871836903537864e-05,2022-04
GV,Guinea,5.496223165200132e-05,2022-04
SG,Senegal,5.028949734353415e-05,2022-04
GA,"Gambia, The",5.1910566717123055e-05,2022-04
PU,Guinea-Bissau,4.961835596694359e-05,2022-04
SL,Sierra Leone,6.39652286136062e-05,2022-04
LI,Liberia,5.0160238593412016e-05,2022-04
BN,Benin,5.5130237359961976e-05,2022-04
NI,Nigeria,5.9506186703073794e-05,2022-04
CM,Cameroon,4.892420023901559e-05,2022-04
EK,Equatorial Guinea,4.6851485261267024e-05,2022-04
TP,Sao Tome & Principe,4.39556198156179e-05,2022-04
GB,Gabon,4.8280307427352935e-05,2022-04
CF,Rep of the Congo,4.846167455989504e-05,2022-04
CT,Central African Rep,4.708489745865596e-05,2022-04
CG,Dem Rep of the Congo,4.626436964320089e-05,2022-04
CD,Chad,5.181637076735301e-05,2022-05
MI,Malawi,4.520982628979117e-05,2022-05
ZA,Zambia,4.619962780083429e-05,2022-05
ZI,Zimbabwe,4.561349177083529e-05,2022-05
BC,Botswana,4.551501103152319e-05,2022-05
WA,Namibia,4.352719165181086e-05,2022-05
AO,Angola,5.095432487702741e-05,2022-05
BY,Burundi,4.710459673642469e-05,2022-05
RW,Rwanda,4.67427979570609e-05,2022-05
SF,South Africa,5.82533353821338e-05,2022-05
LT,Lesotho,4.882498850572361e-05,2022-05
WZ,Swaziland,8.599507755021124e-05,2022-05
MF,Mayotte,4.204519962344775e-05,2022-05
NG,Niger,4.981052205538608e-05,2022-05
SU,Sudan,5.337580957335281e-05,2022-05
LY,Libya,5.984583460164165e-05,2022-05
UU,Koualou Area,5.583923426131164e-05,2022-05
TS,Tunisia,7.293368637759983e-05,2022-05
EG,Egypt,6.416912715295845e-05,2022-05
EG,Bir Tawil,5.164559741175689e-05,2022-05
SU,Halaib Triangle,5.120000176185339e-05,2022-05
ER,Eritrea,5.094135837465917e-05,2022-05
ET,Ethiopia,4.845576451046565e-05,2022-05
DJ,Djibouti,4.901369130765565e-05,2022-05
SO,Somalia,4.590474700190139e-05,2022-05
OD,South Sudan,4.96397473051867e-05,2022-05
UU,Abyei Area,5.9219592357717886e-05,2022-05
KE,Kenya,4.7126477252249767e-05,2022-05
UG,Uganda,4.72884858611625e-05,2022-05
TZ,Tanzania,4.579058626751617e-05,2022-05
MZ,Mozambique,4.514211515980611e-05,2022-05
CN,Comoros,4.2774227025391386e-05,2022-05
MA,Madagascar,4.542607780054384e-05,2022-05
CV,Cabo Verde,4.427831756029247e-05,2022-05
WI,Western Sahara,5.457704754403769e-05,2022-05
MR,Mauritania,4.962112984064923e-05,2022-05
MO,Morocco,6.912512100758701e-05,2022-05
SP,Spain (Canary Is),6.722950644495641e-05,2022-05
PO,Portugal (Madeira Is),6.940212837227823e-05,2022-05
SP,Spain (Africa),9.156700049367066e-05,2022-05
AG,Algeria,6.234070144836145e-05,2022-05
ML,Mali,5.09753115502213e-05,2022-05
UV,Burkina Faso,5.428724284974672e-05,2022-05
TO,Togo,5.065228363544527e-05,2022-05
GH,Ghana,4.9997044168630426e-05,2022-05
IV,Cote d'Ivoire,4.743417975793222e-05,2022-05
GV,Guinea,5.238234994089165e-05,2022-05
SG,Senegal,5.301473741455055e-05,2022-05
GA,"Gambia, The",5.519096496748133e-05,2022-05
PU,Guinea-Bissau,5.122578269288484e-05,2022-05
SL,Sierra Leone,4.832296745042407e-05,2022-05
LI,Liberia,4.541225511306596e-05,2022-05
BN,Benin,5.312319299469504e-05,2022-05
NI,Nigeria,5.840281860900278e-05,2022-05
CM,Cameroon,4.985182591253838e-05,2022-05
EK,Equatorial Guinea,4.920188997655689e-05,2022-05
TP,Sao Tome & Principe,5.079816261971592e-05,2022-05
GB,Gabon,5.406592775703556e-05,2022-05
CF,Rep of the Congo,5.769857979895694e-05,2022-05
CT,Central African Rep,4.7108654537924807e-05,2022-05
CG,Dem Rep of the Congo,5.982862418811782e-05,2022-05
CD,Chad,5.4667429403557766e-05,2022-06
MI,Malawi,4.755691748090171e-05,2022-06
ZA,Zambia,5.3739259404312506e-05,2022-06
ZI,Zimbabwe,4.7956293889250216e-05,2022-06
BC,Botswana,5.063125554273148e-05,2022-06
